group,Date,Time,open,high,low,close,vol,transaction,vwap,dollar_returns,dollar_returns_log,ema_fast,ema_slow,EWMAC,periodCORR,periodCOV,periodKURT,periodSKEW,periodVAR,Target,bar,sine,leadsine,periodVolStd,VolAdjEMA,longs,shorts,shortFCs,longFCs,FCs,shifted_leadsine,diff_leadsine,position,trend_following,prev_position,new_trade,trade_number,IntraTrade_P_DD,position_stoploss_start,stop_loss,position_with_stoploss,prev_position_with_stoploss,PL,CumPL,Signals,Trades,commission,NetCumPL,NetPL,MaxEquity
6910,2019-08-08,07:37:12.889402,161.21875,161.28125,161.21875,161.25,275,44341.03125,161.24011363636365,0.03125,0.00019381723095790448,161.14301351170025,161.26047490051295,-0.11746138881269985,0.9999999999999932,0.003710937499999999,-0.8171745152354504,-0.08099829095409124,0.0037109375000000237,-1,6910,0.9835238689518625,0.8232859696768826,0.06091746465505622,-19.282054740429913,0.0,-19.282054740429913,-1.9519223983205238,-0.4674205891246751,-2.0,0.6350996152213219,-0.18818635445556076,3.0,-1.0,-3.0,0.0,1140.0,0.0,0,0,3.0,-3.0,-93.75,32000.0,1.0,6.0,12712.5,19287.5,-108.75,93.75
6911,2019-08-08,07:42:02.478433,161.25,161.3125,161.1875,161.28125,276,44503.375,161.2441123188406,0.03125,0.00019377967311928757,161.17373273132242,161.26111413434336,-0.08738140302094166,0.9999999999999891,0.001953125,2.0000000000000013,-6.542051911182396e-16,0.001953125000000021,-1,6911,0.9952739067589468,0.6350996152213219,0.04419417382415946,-19.7721544402247,0.0,-19.7721544402247,-2.0084688824630286,-0.4674205891246751,-2.0,0.38628303155185717,-0.24881658366946469,-2.0,1.0,3.0,1.0,1141.0,31.25,0,0,-2.0,3.0,93.75,32093.75,0.0,5.0,12725.0,19368.75,81.25,81.25
6912,2019-08-08,07:51:19.742551,161.28125,161.375,161.28125,161.375,275,44360.375,161.31045454545455,0.09375,0.0005811138178053454,161.21845879102855,161.26461831482513,-0.046159523796575286,0.9999999999999815,0.001171875,2.916666666666662,1.2932338163316435,0.0011718750000000216,-1,6912,0.9253647166848061,0.38628303155185717,0.0342326598440732,-13.484059961109631,0.0,-13.484059961109631,-1.2829641843399018,-0.4674205891246751,-2.0,0.1152901484434486,-0.2709928831084086,-2.0,1.0,-2.0,1.0,1142.0,93.75,0,0,-2.0,-2.0,-187.5,31906.25,0.0,0.0,12725.0,19181.25,-187.5,81.25
6913,2019-08-08,07:58:06.898722,161.375,161.40625,161.34375,161.40625,275,44381.34375,161.38670454545453,0.03125,0.00019362958720581247,161.2601901708,161.26897621283052,-0.008786042030521912,0.9999999999999815,0.001171875,2.916666666666662,1.2932338163316435,0.0011718750000000216,-1,6913,0.7839141390819644,0.1152901484434486,0.0342326598440732,-2.5665671526961598,0.0,-2.5665671526961598,-0.023331023525163086,-0.4674205891246751,-0.0,-0.11833292881243891,-0.23362307725588752,-2.0,1.0,-2.0,0.0,1142.0,125.0,0,0,-2.0,-2.0,-62.5,31843.75,2.0,0.0,12725.0,19118.75,-62.5,-62.5
6914,2019-08-08,08:03:45.361502,161.40625,161.4375,161.375,161.40625,275,44386.84375,161.40670454545455,0.0,0.0,161.29264791062224,161.27320002166653,0.01944788895571037,0.9999999999999815,0.001171875,2.916666666666662,1.2932338163316435,0.0011718750000000216,0,6914,0.6184646159070497,-0.11833292881243891,0.0342326598440732,5.681091987678965,5.681091987678965,0.0,0.2727931097101266,0.1533504267051285,0.0,-0.2965660086278043,-0.1782330798153654,-0.0,1.0,-2.0,0.0,1142.0,125.0,0,0,-0.0,-2.0,-0.0,31843.75,0.0,2.0,12730.0,19113.75,-5.0,-5.0
6915,2019-08-08,08:07:45.024467,161.40625,161.46875,161.375,161.4375,275,44393.65625,161.43147727272728,0.03125,0.00019359210204683563,161.3248372638173,161.27825540561525,0.04658185820204608,0.9999999999999893,0.0016601562499999997,2.6643598615916986,-1.7143923280117699,0.0016601562500000177,-1,6915,0.46559187816803904,-0.2965660086278043,0.04074501503251677,11.432529394054999,11.432529394054999,0.0,0.2727931097101266,0.7818080628393137,1.0,-0.438737957275565,-0.14217194864776073,0.0,1.0,-0.0,0.0,1142.0,156.25,0,0,0.0,-0.0,-0.0,31843.75,1.0,0.0,12730.0,19113.75,-0.0,-0.0
6916,2019-08-08,08:16:20.677014,161.4375,161.53125,161.4375,161.46875,275,44409.1875,161.48795454545456,0.03125,0.00019355463139891782,161.3568178718579,161.2841167777502,0.07270109410771397,0.9999999999999899,0.0016601562499999997,-1.4878892733564004,-0.5413870509510851,0.0016601562500000162,-1,6916,0.3251822095027191,-0.438737957275565,0.040745015032516756,17.842942026084543,17.842942026084543,0.0,0.2727931097101266,1.4822717008341961,2.0,-0.493312463390351,-0.05457450611478598,1.0,1.0,0.0,0.0,1142.0,187.5,0,0,1.0,0.0,0.0,31843.75,1.0,1.0,12732.5,19111.25,-2.5,-0.0
6917,2019-08-08,08:21:56.489204,161.46875,161.46875,161.40625,161.40625,276,44558.28125,161.44304800724638,-0.0625,-0.00038714673344575345,161.36780278922285,161.2878747230502,0.07992806617264137,0.9999999999999983,0.008105468749999999,1.3311075627812485,-1.2169587297571172,0.008105468750000013,0,6917,0.2662537863557003,-0.493312463390351,0.09003037681804965,8.877899770893446,8.877899770893446,0.0,0.2727931097101266,0.5026645408406833,1.0,-0.6237198639328079,-0.13040740054245686,2.0,1.0,1.0,1.0,1143.0,-62.5,0,0,2.0,1.0,-62.5,31781.25,-1.0,1.0,12735.0,19046.25,-65.0,-2.5
6918,2019-08-08,08:28:48.488230,161.40625,161.4375,161.34375,161.375,275,44381.25,161.38636363636363,-0.03125,-0.00019362958720581247,161.36940216939556,161.29055550080253,0.07884666859303024,0.9999999999999983,0.008105468749999999,1.3311075627812485,-1.2169587297571172,0.008105468750000013,0,6918,0.1116720267478367,-0.6237198639328079,0.09003037681804965,8.757785025422969,8.757785025422969,0.0,0.2727931097101266,0.4895396428943803,1.0,-0.6897420606177241,-0.06602219668491627,1.0,1.0,2.0,0.0,1143.0,-93.75,0,0,1.0,2.0,-62.5,31718.75,0.0,1.0,12737.5,18981.25,-65.0,-65.0
6919,2019-08-08,08:37:35.701415,161.375,161.375,161.1875,161.1875,275,44354.03125,161.28738636363636,-0.1875,-0.0011625655252425204,161.32897946508547,161.2873845623163,0.041594902769162445,0.9999999999999983,0.008105468749999999,1.3311075627812485,-1.2169587297571172,0.008105468750000013,0,6919,0.024263032626194826,-0.6897420606177241,0.09003037681804965,4.620096487347294,4.620096487347294,0.0,0.2727931097101266,0.037415804283915055,0.0,-0.7566496403583423,-0.06690757974061812,1.0,1.0,1.0,0.0,1143.0,-281.25,0,0,1.0,1.0,-187.5,31531.25,-1.0,0.0,12737.5,18793.75,-187.5,-65.0
